SchoolID,SchoolName,FullName,CPSUnit,Network,SchoolID,EducationalUnit,EduUnit,Total,White_No,White_Pct,AfricanAmerican_No,AfricanAmerican_Pct,PacificIslanderRetired_No,PacificIslanderRetired_Pct,NativeAmerican_No,NativeAmerican_Pct,Hispanic_No,Hispanic_Pct,MulitRacial_No,MulitRacial_Pct,Asian_No,Asian_Pct,Hawaiian_No,Hawaiian_Pct,NotAvailable_No,NotAvailable_Pct,lat,lng
400143,Yccs Chtr - West Town,YCCS-West Town Academy Alternative HS,9603,Charter,400143,YCCS Chtr - West Town,YCCS CHTR - WEST TOWN,155,1,0.6,123,79.4,0,0,0,0,29,18.7,2,1.3,0,0,0,0,0,0,41.8905965,-87.702801
400144,Yccs Chtr - Westside Holistic,YCCS-Westside Holistic Leadership Academy HS,9604,Charter,400144,YCCS Chtr - Westside Ldrshp,YCCS CHTR - WESTSIDE LDRSHP,185,1,0.5,164,88.6,0,0,0,0,19,10.3,1,0.5,0,0,0,0,0,0,41.9019333,-87.7493819
400130,Yccs Chtr - Youth Development,YCCS-Community Youth Development Institute HS,9047,Charter,400130,YCCS Chtr - Comm Youth Dev.,YCCS CHTR - COMM YOUTH DEV.,251,0,0,247,98.4,0,0,1,0.4,3,1.2,0,0,0,0,0,0,0,0,41.7513059,-87.6416327
400087,Yng Women - Chtr Campus,Young Women's Leadership Charter High School,2490,Charter,400087,Yng Women Ldrshp Chrt,YNG WOMEN LDRSHP CHRT,331,11,3.3,276,83.4,0,0,2,0.6,19,5.7,4,1.2,0,0,0,0,19,5.7,41.84445300000001,-87.61838
609748,York HS,Consuella B York Alternative High School,1730,Options,609748,York Alt HS,YORK ALT HS,342,5,1.5,278,81.3,0,0,4,1.2,55,16.1,0,0,0,0,0,0,0,0,41.8425353,-87.69709080000001
610235,Young,Ella Flagg Young Elementary School,6520,Network 3,610235,Young,YOUNG,"1,085",5,0.5,953,87.8,0,0,4,0.4,97,8.9,6,0.6,1,0.1,3,0.3,16,1.5,41.9061721,-87.7675424
609755,Young HS,Whitney M Young Magnet High School,1810,Network 6,609755,Young Magnet HS,YOUNG MAGNET HS,"2,196",664,30.2,532,24.2,0,0,7,0.3,589,26.8,79,3.6,322,14.7,3,0.1,0,0,41.8782714,-87.6635842
609973,Zapata,Emiliano Zapata Elementary Academy,3820,Network 7,609973,Zapata,ZAPATA,967,1,0.1,5,0.5,0,0,1,0.1,956,98.9,0,0,0,0,0,0,4,0.4,41.8412173,-87.7344897
,,,,Charter,400161,Chgo Collegiate Chtr HS,CHGO COLLEGIATE CHTR HS,115,0,0,111,96.5,0,0,0,0,3,2.6,0,0,0,0,0,0,1,0.9,41.6793949,-87.6178825
,,,,Network 1,610564,Disney II Magnet HS,DISNEY II MAGNET HS,247,54,21.9,50,20.2,2,0.8,3,1.2,127,51.4,2,0.8,6,2.4,2,0.8,1,0.4,41.9522637,-87.72047649999999
,,,,Charter,400164,IJLA Chtr - Lozano HS,IJLA CHTR - LOZANO HS,81,1,1.2,1,1.2,0,0,1,1.2,76,93.8,0,0,0,0,0,0,2,2.5,41.8457485,-87.68586049999999
